,index,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
130,130,CHEMBL1517,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,inactive,460.43900000000014,-1.2435999999999974,7.0,10.0,4.301029995663981
131,131,CHEMBL1972037,NS(=O)(=O)c1ccc(N/N=C/c2ccc(O)c(O)c2O)c([N+](=O)[O-])c1,inactive,368.3270000000001,0.8049999999999999,5.0,9.0,4.301029995663981
132,132,CHEMBL1303508,O=C1NC(=S)S/C1=C\c1c(-c2ccccc2)[nH]c2ccccc12,inactive,336.4410000000001,4.323700000000001,2.0,3.0,4.301029995663981
133,133,CHEMBL601757,Cc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,inactive,207.19299999999998,-1.3177800000000004,0.0,7.0,4.301029995663981
134,134,CHEMBL1462375,Cc1[nH]c2ccccc2c1C(=O)CCl,inactive,207.65999999999994,2.897820000000001,1.0,1.0,4.301029995663981
135,135,CHEMBL1362734,CCn1nc([N+](=O)[O-])c(C(C#N)c2nc3cc(C(F)(F)F)ccc3s2)c(Cl)c1=O,inactive,443.79400000000004,4.108780000000001,0.0,8.0,4.301029995663981
136,136,CHEMBL1362595,CC(C)c1nc2sc3c(S)ncnc3c2c2c1CCC2,inactive,301.44000000000017,4.1403000000000025,1.0,5.0,4.301029995663981
137,137,CHEMBL1424118,Nc1nc(CCl)nc(Nc2ccc3ccccc3c2)n1,inactive,285.73800000000006,3.0894000000000013,2.0,5.0,4.301029995663981
138,138,CHEMBL1606112,O=C(Nc1ccc(F)cc1)C1C(c2ccccc2)C1(Cl)Cl,inactive,324.182,4.351700000000002,1.0,1.0,4.301029995663981
139,139,CHEMBL1532953,CCCCn1c(NS(=O)(=O)c2ccc(C)cc2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,inactive,534.6630000000001,5.326620000000005,1.0,7.0,4.301029995663981
140,140,CHEMBL1375922,Fc1ccccc1-c1nc(NCc2ccccc2)c2ccccc2n1,inactive,329.37800000000004,5.048000000000004,1.0,3.0,4.301029995663981
141,141,CHEMBL2005296,COc1ccc(/C=N/Nc2nnc(-c3ccccc3)c(O)n2)cc1,inactive,321.34000000000003,2.698800000000001,2.0,7.0,4.301029995663981
142,142,CHEMBL1425538,O=C(O[C@@H]1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@@H]2O)[C@H]1O)c1cc(O)c(O)c(O)c1,inactive,634.4550000000004,-0.29650000000000065,11.0,18.0,4.301029995663981
143,143,CHEMBL1306199,N#Cc1c(NC(=O)c2ccccc2Cl)n(Cc2ccccc2)c2nc3ccccc3nc12,inactive,437.8900000000001,5.410180000000003,1.0,5.0,4.301029995663981
144,144,CHEMBL1306258,Cc1cc(Nc2ccccc2)nc(-c2ccccc2O)n1,inactive,277.327,3.9012200000000017,2.0,4.0,4.301029995663981
145,145,CHEMBL1306425,[O-][n+]1onc2c1CCc1[nH]c(-c3ccccc3)nc1-2,inactive,254.24900000000002,1.4637,1.0,4.0,4.301029995663981
146,146,CHEMBL1560833,Cc1n[nH]c(S/C(=C\c2ccc(-c3ccc(C(=O)O)c(Cl)c3)o2)C(=O)O)n1,inactive,405.81900000000013,3.942520000000002,3.0,6.0,4.301029995663981
147,147,CHEMBL1416392,CSC1=NSC2=NC(=O)/C(=C\c3c(C)[nH]c4ccccc34)C(=N)N12,inactive,355.44800000000004,3.4159900000000007,2.0,5.0,4.301029995663981
148,148,CHEMBL1504948,Cc1[nH]c2ccccc2c1/C=C1/C(=N)N2C(=NC1=O)SN=C2S(=O)(=O)CC(C)C,inactive,429.52700000000016,3.1237900000000023,2.0,6.0,4.301029995663981
149,149,CHEMBL1426692,N#Cc1c(N2CCCCC2)nc(N)c2c(N)nc(SCC(=O)O)cc12,inactive,358.4270000000001,1.8328799999999998,3.0,8.0,4.301029995663981
150,150,CHEMBL1307594,Oc1cc(CCl)nc2nc3ccccc3n12,inactive,233.65800000000004,2.3269,1.0,4.0,4.301029995663981
151,151,CHEMBL1404929,O=C(NNc1c2ccccc2nc2ccccc12)c1ccc(O)cc1O,inactive,345.35800000000006,3.556100000000001,4.0,5.0,4.301029995663981
152,152,CHEMBL1544997,Cn1cc(C(=O)CCl)c2ccccc21,inactive,207.66000000000003,2.599800000000001,0.0,2.0,4.301029995663981
153,153,CHEMBL1417692,Cc1ccc2[nH]cc(C(=O)CCl)c2c1,inactive,207.66,2.897820000000001,1.0,1.0,4.301029995663981
154,154,CHEMBL51931,O=C1C(=O)c2ccccc2-c2ccccc21,inactive,208.21599999999998,2.7326000000000006,0.0,2.0,4.301029995663981
155,155,CHEMBL1484370,Cc1no[n+]([O-])c1COc1ccccc1/C=C1\NC(=S)NC1=O,inactive,332.34100000000007,0.5406200000000002,2.0,6.0,4.301029995663981
156,156,CHEMBL1613272,Cc1ccccc1C(=O)Nc1nc2c(C)csc2c(=O)s1,inactive,316.40700000000004,3.5871400000000024,1.0,5.0,4.301029995663981
157,157,CHEMBL1418273,COc1ccccc1C(=O)Oc1cc(N)n(S(=O)(=O)c2ccc(C)cc2)n1,inactive,387.4170000000001,2.2385200000000003,1.0,8.0,4.301029995663981
158,158,CHEMBL1484618,O=C(OCC(=O)c1c[nH]c2ccccc12)c1ccc([N+](=O)[O-])s1,inactive,330.321,3.1773000000000016,1.0,6.0,4.301029995663981
159,159,CHEMBL1524172,O=C(O)c1cccc(NN=C2c3ccccc3-c3ccccc32)c1,inactive,314.344,4.229700000000002,2.0,3.0,4.301029995663981
160,160,CHEMBL1547025,Cl.c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,inactive,376.89100000000013,5.275800000000004,2.0,4.0,4.301029995663981
161,161,CHEMBL63354,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,inactive,538.4640000000002,5.134000000000007,6.0,10.0,4.301029995663981
162,162,CHEMBL1334062,Cn1nc(-c2ccc(Cl)cc2)nc2c(=O)n(C)c(=O)nc1-2,inactive,303.70900000000006,0.6941999999999994,0.0,7.0,4.301029995663981
163,163,CHEMBL1588106,N=C1/C(=C\c2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccncc3)=NN12,intermediate,401.40700000000004,2.8554700000000004,1.0,7.0,5.033295223342125
164,164,CHEMBL1511080,Oc1ccc(Cl)cc1/C=C(\Cl)c1nc(O)c2ccc(Cl)cc2n1,inactive,367.619,5.084700000000002,2.0,4.0,4.301029995663981
165,165,CHEMBL3199301,Cc1ccc(SC/C(O)=C(\C#N)c2nc3ccccc3s2)cc1,inactive,338.45700000000005,5.189700000000003,1.0,5.0,4.301029995663981
166,166,CHEMBL1603938,Cc1ccc(C)c(SCC(=O)OC/C(O)=C(\C#N)c2nc3ccccc3[nH]2)c1,inactive,393.468,4.307920000000002,2.0,6.0,4.301029995663981
167,167,CHEMBL2315790,c1ccc(OCc2nnc(SC3CCCC3)n2C2CCCCC2)cc1,inactive,357.5230000000002,5.397000000000005,0.0,5.0,4.522878745280337
168,168,CHEMBL2315789,Clc1cc(Cl)cc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,inactive,420.36500000000024,6.187800000000005,0.0,5.0,4.522878745280337
169,169,CHEMBL2315788,[N-]=[N+]=Nc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,intermediate,392.48800000000017,5.822800000000004,0.0,6.0,5.619788758288394
170,170,CHEMBL2315787,Nc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,intermediate,366.49000000000024,4.463200000000004,1.0,6.0,5.889410289700751
171,171,CHEMBL2315786,FC(F)(F)c1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,inactive,419.4720000000002,5.899800000000004,0.0,5.0,4.522878745280337
172,172,CHEMBL2315785,O=[N+]([O-])c1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,intermediate,396.4720000000002,4.789200000000004,0.0,7.0,5.55129368009492
173,173,CHEMBL2315784,Cc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,intermediate,365.50200000000024,5.189420000000005,0.0,5.0,5.555955204081924
174,174,CHEMBL2315783,Brc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,active,430.3710000000002,5.643500000000004,0.0,5.0,6.017728766960431
175,175,CHEMBL2315782,Clc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,active,385.9200000000002,5.534400000000004,0.0,5.0,6.130768280269024
176,176,CHEMBL2315781,CC(C)Sc1nnc(COc2ccccc2)n1-c1cccnc1,intermediate,326.42500000000007,3.7418000000000022,0.0,6.0,5.570247719997592
177,177,CHEMBL2315780,CC(C)Sc1nnc(COc2ccccc2)n1Cc1ccccc1,inactive,339.4640000000001,4.4059000000000035,0.0,5.0,4.522878745280337
178,178,CHEMBL2315779,CC(C)Sc1nnc(COc2ccccc2)n1C,inactive,263.36600000000004,2.8946000000000014,0.0,5.0,4.522878745280337
179,179,CHEMBL2315778,COc1ccc(-n2c(COc3ccccc3)nnc2SC(C)C)cc1,inactive,355.4630000000001,4.355400000000003,0.0,6.0,4.522878745280337
180,180,CHEMBL2315777,CC(C)Sc1nnc(COc2ccccc2)n1-c1ccc(Cl)cc1,inactive,359.88200000000006,5.000200000000004,0.0,5.0,4.522878745280337
181,181,CHEMBL2315776,CC(C)Sc1nnc(COc2ccccc2)n1-c1ccc(F)cc1,inactive,343.4270000000001,4.4859000000000036,0.0,5.0,4.707743928643524
182,182,CHEMBL2315775,CC(C)Sc1nnc(COc2ccccc2)n1-c1cccc(C(F)(F)F)c1,inactive,393.4340000000001,5.365600000000003,0.0,5.0,4.522878745280337
183,183,CHEMBL2315774,COc1cccc(-n2c(COc3ccccc3)nnc2SC(C)C)c1,inactive,355.4630000000001,4.355400000000004,0.0,6.0,4.789949150124863
184,184,CHEMBL2315773,CC(C)Sc1nnc(COc2ccccc2)n1-c1cccc(Br)c1,intermediate,404.3330000000001,5.109300000000003,0.0,5.0,5.634512015109101
185,185,CHEMBL2315772,CC(C)Sc1nnc(COc2ccccc2)n1-c1cccc(F)c1,intermediate,343.4270000000001,4.4859000000000036,0.0,5.0,5.686132779630847
186,186,CHEMBL2315771,CC(C)Sc1nnc(COc2ccccc2)n1-c1cccc(Cl)c1,intermediate,359.88200000000006,5.000200000000003,0.0,5.0,5.72584215073632
187,187,CHEMBL2315770,COc1ccccc1-n1c(COc2ccccc2)nnc1SC(C)C,inactive,355.4630000000001,4.355400000000003,0.0,6.0,4.522878745280337
188,188,CHEMBL2315769,CC(C)Sc1nnc(COc2ccccc2)n1-c1ccccc1F,inactive,343.4270000000001,4.485900000000003,0.0,5.0,4.7115271994002175
189,189,CHEMBL2315768,c1ccc(OCc2nnc(NC3CCCCC3)n2-c2ccccc2)cc1,intermediate,348.45,4.590900000000003,1.0,5.0,5.462180904926726
190,190,CHEMBL2315767,c1ccc(OCc2nnc(NC3CCCC3)n2-c2ccccc2)cc1,intermediate,334.423,4.200800000000003,1.0,5.0,5.54515513999149
191,191,CHEMBL2315766,CC(C)Nc1nnc(COc2ccccc2)n1-c1ccccc1,inactive,308.38500000000005,3.6666000000000025,1.0,5.0,4.522878745280337
192,192,CHEMBL2315765,c1ccc(OCc2nnc(CC3CCCCC3)n2-c2ccccc2)cc1,intermediate,347.462,4.9691000000000045,0.0,4.0,5.366531544420414
193,193,CHEMBL2315764,c1ccc(OCc2nnc(CC3CCCC3)n2-c2ccccc2)cc1,intermediate,333.43499999999995,4.579000000000003,0.0,4.0,5.705533773838407
194,194,CHEMBL2315763,c1ccc(OCc2nnc(OC3CCCCC3)n2-c2ccccc2)cc1,intermediate,349.43399999999997,4.557800000000004,0.0,5.0,5.707743928643524
195,195,CHEMBL2315471,c1ccc(OCc2nnc(OC3CCCC3)n2-c2ccccc2)cc1,intermediate,335.407,4.167700000000003,0.0,5.0,5.647817481888637
196,196,CHEMBL2315470,CC(C)Oc1nnc(COc2ccccc2)n1-c1ccccc1,inactive,309.369,3.6335000000000024,0.0,5.0,4.522878745280337
197,197,CHEMBL2315469,c1ccc(OCc2nncn2-c2ccccc2)cc1,inactive,251.28900000000004,2.846300000000001,0.0,4.0,4.522878745280337
198,198,CHEMBL1379971,Sc1nnc(COc2ccccc2)n1-c1ccccc1,inactive,283.35600000000005,3.1350000000000007,1.0,5.0,4.522878745280337
199,199,CHEMBL2315468,CC(C)S(=O)(=O)c1nnc(COc2ccccc2)n1-c1ccccc1,inactive,357.43500000000006,3.0284000000000013,0.0,6.0,4.522878745280337
200,200,CHEMBL2315467,c1ccc(CSc2nnc(COc3ccccc3)n2-c2ccccc2)cc1,inactive,373.48100000000005,5.138600000000004,0.0,5.0,4.522878745280337
201,201,CHEMBL2315466,c1ccc(OCc2nnc(Sc3ccccc3)n2-c2ccccc2)cc1,intermediate,359.45400000000006,4.997500000000003,0.0,5.0,5.421360790031928
202,202,CHEMBL2315465,c1ccc(OCc2nnc(SCC3CCCCC3)n2-c2ccccc2)cc1,inactive,379.52900000000005,5.518700000000005,0.0,5.0,4.522878745280337
203,203,CHEMBL2315464,c1ccc(OCc2nnc(SCC3CCC3)n2-c2ccccc2)cc1,intermediate,351.475,4.738500000000004,0.0,5.0,5.939302159646388
204,204,CHEMBL2315463,c1ccc(OCc2nnc(SC3CCCCC3)n2-c2ccccc2)cc1,active,365.502,5.271100000000004,0.0,5.0,6.017728766960431
205,205,CHEMBL2315462,c1ccc(OCc2nnc(SC3CCCC3)n2-c2ccccc2)cc1,active,351.475,4.881000000000004,0.0,5.0,6.142667503568732
206,206,CHEMBL2315461,c1ccc(OCc2nnc(SC3CCC3)n2-c2ccccc2)cc1,active,337.448,4.4909000000000034,0.0,5.0,6.017728766960431
207,207,CHEMBL2315460,CC(C)CSc1nnc(COc2ccccc2)n1-c1ccccc1,intermediate,339.46400000000006,4.594400000000004,0.0,5.0,5.889410289700751
208,208,CHEMBL2315459,CCSc1nnc(COc2ccccc2)n1-c1ccccc1,intermediate,311.41,3.958300000000003,0.0,5.0,5.0034883278458215
209,209,CHEMBL2315813,CSc1nnc(COc2ccccc2)n1-c1ccccc1,inactive,297.38300000000004,3.568200000000002,0.0,5.0,4.522878745280337
210,210,CHEMBL2315812,CC(C)Sc1nnc(COc2ccccc2)n1-c1ccccc1,intermediate,325.43700000000007,4.3468000000000035,0.0,5.0,5.570247719997592
211,211,CHEMBL2315425,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(C=O)cc1,active,470.5980000000001,6.063920000000006,0.0,7.0,7.173925197299173
212,212,CHEMBL2315424,CC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2C)cc1,active,484.6250000000002,6.454020000000006,0.0,7.0,7.275724130399211
213,213,CHEMBL2311578,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(C)(=O)=O)cc1,active,520.6800000000002,5.654920000000006,0.0,8.0,7.619788758288394
214,214,CHEMBL2315423,CNC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2C)cc1,active,499.64000000000027,5.611020000000005,1.0,7.0,7.267606240177032
215,215,CHEMBL2315422,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(S(N)(=O)=O)cc1,active,521.6680000000002,4.898820000000003,1.0,8.0,7.6020599913279625
216,216,CHEMBL2315421,CONC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2C)cc1,active,515.6390000000004,5.542620000000006,1.0,8.0,7.236572006437063
217,217,CHEMBL2315420,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1-c1ccc(C#N)cc1,active,467.5980000000001,6.123100000000005,0.0,7.0,7.1487416512809245
218,218,CHEMBL2315419,CS(=O)(=O)c1cccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)c1,active,506.65300000000025,5.346500000000005,0.0,8.0,6.041914151478915
219,219,CHEMBL2315418,CC(=O)c1cccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)c1,active,470.5980000000002,6.145600000000005,0.0,7.0,6.345823458122039
220,220,CHEMBL2315417,N#Cc1cccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)c1,intermediate,453.5710000000002,5.8146800000000045,0.0,7.0,5.855737226238009
221,221,CHEMBL2315416,CC(=O)c1ccccc1-c1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,470.5980000000002,6.145600000000005,0.0,7.0,6.421360790031928
222,222,CHEMBL2315415,N#Cc1ccccc1-c1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,453.5710000000002,5.8146800000000045,0.0,7.0,6.27083521030723
223,223,CHEMBL2315414,c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,intermediate,428.56100000000015,5.943000000000005,0.0,6.0,5.692290076595193
224,224,CHEMBL2315413,FC(F)(F)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,intermediate,496.5580000000002,6.9618000000000055,0.0,6.0,5.907981529247203
225,225,CHEMBL2315440,CSc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,474.6550000000002,6.664900000000006,0.0,7.0,6.010550182333308
226,226,CHEMBL2315439,Fc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,446.5510000000002,6.082100000000005,0.0,6.0,6.165579296318468
227,227,CHEMBL2315438,Brc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,507.4570000000002,6.705500000000006,0.0,6.0,6.281498311132726
228,228,CHEMBL2315437,Nc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,443.5760000000002,5.525200000000004,1.0,7.0,6.581698708680254
229,229,CHEMBL2315436,COc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,458.5870000000002,5.951600000000005,0.0,7.0,6.764471553092451
230,230,CHEMBL2315435,O=[N+]([O-])c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,473.5580000000002,5.851200000000005,0.0,8.0,6.790484985457369
231,231,CHEMBL2315434,O=Cc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,456.5710000000002,5.755500000000005,0.0,7.0,6.950781977329818
232,232,CHEMBL2315433,CC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,470.5980000000002,6.145600000000005,0.0,7.0,7.187086643357144
233,233,CHEMBL2315432,CS(=O)(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,506.65300000000025,5.346500000000004,0.0,8.0,7.200659450546418
234,234,CHEMBL2315431,CNC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,485.6130000000002,5.302600000000004,1.0,7.0,7.376750709602099
235,235,CHEMBL2315430,NC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,471.5860000000002,5.041900000000004,1.0,7.0,7.3872161432802645
236,236,CHEMBL2315429,NS(=O)(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,507.64100000000025,4.590400000000004,1.0,8.0,7.1487416512809245
237,237,CHEMBL2315428,O=C(CO)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,486.5970000000002,5.118000000000004,1.0,8.0,7.318758762624412
238,238,CHEMBL2315427,CONC(=O)c1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,501.61200000000025,5.234200000000005,1.0,8.0,7.366531544420414
239,239,CHEMBL2315426,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1F,active,384.48,4.723520000000003,0.0,6.0,6.3535962737769305
240,240,CHEMBL2315458,Clc1cc(Cl)cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,active,421.35300000000024,5.582800000000004,0.0,6.0,6.590066876668706
241,241,CHEMBL2315457,Fc1cc(Br)cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)c1,active,449.3490000000002,5.1776000000000035,0.0,6.0,6.647817481888637
242,242,CHEMBL2315456,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1Cl,active,400.93500000000006,5.237820000000004,0.0,6.0,6.735182176990463
243,243,CHEMBL2315455,Cc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1Cl,active,400.93500000000006,5.237820000000004,0.0,6.0,6.823908740944319
244,244,CHEMBL2315454,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc(C)c1Cl,active,414.9620000000001,5.5462400000000045,0.0,6.0,6.872895201635193
245,245,CHEMBL2315453,Cc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1Br,active,445.386,5.3469200000000034,0.0,6.0,7.0
246,246,CHEMBL2315452,Clc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1Cl,active,421.35300000000007,5.582800000000004,0.0,6.0,7.045757490560675
247,247,CHEMBL2315451,N#Cc1ccc(-c2ccc(OCc3nnc(SC4CCCC4)n3-c3cccnc3)cc2)cc1,active,453.5710000000002,5.8146800000000045,0.0,7.0,7.055517327849832
248,248,CHEMBL2315450,Fc1cc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)ccc1Cl,active,404.898,5.068500000000003,0.0,6.0,7.1487416512809245
249,249,CHEMBL2315449,COc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,382.48900000000003,4.284600000000003,0.0,7.0,6.231361898752385
250,250,CHEMBL2315448,N#Cc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,377.47300000000007,4.147680000000003,0.0,7.0,6.215382707367125
251,251,CHEMBL2315447,Cc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,366.49,4.584420000000004,0.0,6.0,6.657577319177793
252,252,CHEMBL2315446,Fc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,370.45300000000003,4.415100000000003,0.0,6.0,6.218963061378868
253,253,CHEMBL2315445,Brc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,431.3590000000002,5.0385000000000035,0.0,6.0,6.774690718274137
254,254,CHEMBL2315444,Clc1ccc(OCc2nnc(SC3CCCC3)n2-c2cccnc2)cc1,active,386.9080000000001,4.929400000000004,0.0,6.0,6.853871964321762
